Index,Location
5434,N 71° E 18° S 29° W 35°
5435,N 38° E 80° S 64° W 37°
5436,N 29° E 16° S 78° W 56°
5437,N 48° E 60° S 52° W 55°
5438,N 46° E 64° S 1° W 27°
5439,N 42° E 4° S 25° W 52°
5440,N 20° E 67° S 55° W 19°
5441,N 58° E 10° S 65° W 0°
5442,N 81° E 86° S 83° W 1°
5443,N 87° E 32° S 13° W 27°
5444,N 68° E 28° S 49° W 44°
5445,N 77° E 60° S 16° W 21°
5446,N 38° E 23° S 4° W 56°
5447,N 20° E 2° S 78° W 86°
5448,N 57° E 23° S 10° W 47°
5449,N 53° E 17° S 54° W 68°
5450,N 85° E 17° S 49° W 85°
5451,N 75° E 51° S 8° W 80°
5452,N 52° E 74° S 49° W 48°
5453,N 68° E 11° S 57° W 71°
5454,N 0° E 15° S 66° W 56°
5455,N 34° E 73° S 89° W 36°
5456,N 60° E 73° S 84° W 27°
5457,N 19° E 10° S 70° W 37°
5458,N 10° E 9° S 30° W 14°
5459,N 11° E 21° S 77° W 15°
5460,N 29° E 18° S 57° W 79°
5461,N 21° E 69° S 54° W 45°
5462,N 87° E 66° S 24° W 20°
5463,N 30° E 14° S 65° W 52°
5464,N 33° E 53° S 21° W 64°
5465,N 77° E 5° S 75° W 45°
5466,N 35° E 21° S 38° W 50°
5467,N 44° E 86° S 69° W 10°
5468,N 78° E 49° S 89° W 31°
5469,N 57° E 1° S 30° W 47°
5470,N 14° E 13° S 78° W 31°
5471,N 26° E 23° S 63° W 37°
5472,N 77° E 51° S 76° W 32°
5473,N 38° E 5° S 10° W 19°
5474,N 40° E 45° S 28° W 86°
5475,N 9° E 51° S 89° W 77°
5476,N 9° E 73° S 19° W 58°
5477,N 57° E 79° S 32° W 39°
5478,N 48° E 58° S 30° W 32°
5479,N 11° E 74° S 66° W 78°
5480,N 48° E 47° S 43° W 40°
5481,N 55° E 88° S 16° W 51°
5482,N 35° E 52° S 87° W 17°
5483,N 82° E 22° S 15° W 73°
5484,N 29° E 21° S 14° W 5°
5485,N 69° E 74° S 21° W 6°
5486,N 10° E 51° S 41° W 23°
5487,N 5° E 26° S 32° W 41°
5488,N 2° E 59° S 17° W 45°
5489,N 2° E 8° S 4° W 79°
5490,N 87° E 30° S 55° W 58°
5491,N 24° E 47° S 44° W 85°
5492,N 80° E 85° S 17° W 25°
5493,N 53° E 50° S 65° W 55°
5494,N 24° E 44° S 62° W 76°
5495,N 21° E 57° S 85° W 1°
5496,N 64° E 36° S 31° W 3°
5497,N 30° E 23° S 1° W 61°
5498,N 23° E 19° S 61° W 69°
5499,N 60° E 49° S 78° W 48°
5500,N 39° E 5° S 26° W 67°
5501,N 45° E 43° S 81° W 15°
5502,N 70° E 45° S 3° W 88°
5503,N 47° E 63° S 59° W 38°
5504,N 55° E 67° S 26° W 65°
5505,N 30° E 67° S 5° W 73°
5506,N 69° E 52° S 57° W 86°
5507,N 61° E 10° S 82° W 49°
5508,N 66° E 55° S 51° W 33°
5509,N 66° E 3° S 74° W 27°
5510,N 75° E 57° S 25° W 32°
5511,N 29° E 55° S 86° W 37°
5512,N 20° E 68° S 66° W 49°
5513,N 2° E 36° S 5° W 48°
5514,N 2° E 54° S 21° W 80°
5515,N 55° E 4° S 68° W 6°
5516,N 48° E 3° S 25° W 68°
5517,N 26° E 67° S 8° W 71°
5518,N 31° E 28° S 31° W 37°
5519,N 88° E 39° S 62° W 68°
5520,N 76° E 71° S 26° W 46°
5521,N 31° E 64° S 82° W 88°
5522,N 73° E 54° S 1° W 34°
5523,N 23° E 55° S 38° W 70°
5524,N 56° E 8° S 40° W 53°
5525,N 22° E 66° S 7° W 43°
5526,N 29° E 52° S 85° W 64°
5527,N 32° E 23° S 0° W 33°
5528,N 11° E 48° S 15° W 86°
5529,N 42° E 40° S 60° W 17°
5530,N 11° E 13° S 17° W 47°
5531,N 59° E 34° S 50° W 65°
5532,N 66° E 21° S 39° W 45°
5533,N 9° E 21° S 62° W 26°
5534,N 1° E 1° S 66° W 13°
5535,N 12° E 57° S 20° W 55°
5536,N 17° E 59° S 36° W 4°
5537,N 10° E 68° S 3° W 38°
5538,N 2° E 26° S 47° W 5°
5539,N 35° E 14° S 77° W 29°
5540,N 85° E 31° S 19° W 44°
5541,N 86° E 21° S 30° W 28°
5542,N 1° E 36° S 23° W 32°
5543,N 71° E 31° S 4° W 20°
5544,N 82° E 27° S 49° W 48°
5545,N 66° E 85° S 73° W 80°
5546,N 66° E 20° S 65° W 38°
5547,N 73° E 36° S 46° W 73°
5548,N 58° E 82° S 60° W 39°
5549,N 88° E 38° S 4° W 44°
5550,N 52° E 78° S 52° W 57°
5551,N 22° E 62° S 76° W 84°
5552,N 59° E 54° S 33° W 65°
5553,N 89° E 8° S 58° W 63°
5554,N 16° E 41° S 75° W 35°
5555,N 87° E 61° S 71° W 45°
5556,N 44° E 60° S 6° W 28°
5557,N 63° E 11° S 44° W 30°
5558,N 45° E 59° S 43° W 17°
5559,N 26° E 20° S 46° W 11°
5560,N 86° E 0° S 77° W 84°
5561,N 64° E 37° S 47° W 74°
5562,N 87° E 4° S 1° W 28°
5563,N 17° E 21° S 14° W 32°
5564,N 3° E 25° S 22° W 55°
5565,N 18° E 16° S 24° W 73°
5566,N 85° E 36° S 77° W 35°
5567,N 64° E 43° S 24° W 18°
5568,N 2° E 38° S 54° W 57°
5569,N 32° E 87° S 78° W 61°
5570,N 68° E 26° S 29° W 85°
5571,N 49° E 13° S 83° W 65°
5572,N 45° E 72° S 87° W 44°
5573,N 42° E 73° S 41° W 75°
5574,N 62° E 79° S 61° W 35°
5575,N 76° E 23° S 28° W 78°
5576,N 56° E 18° S 11° W 41°
5577,N 13° E 32° S 43° W 12°
5578,N 51° E 19° S 87° W 64°
5579,N 20° E 72° S 38° W 44°
5580,N 18° E 78° S 23° W 79°
5581,N 56° E 52° S 51° W 58°
5582,N 0° E 23° S 74° W 2°
5583,N 9° E 60° S 85° W 85°
5584,N 65° E 47° S 50° W 18°
5585,N 60° E 9° S 75° W 56°
5586,N 44° E 45° S 43° W 72°
5587,N 59° E 85° S 68° W 21°
5588,N 14° E 22° S 74° W 44°
5589,N 44° E 53° S 0° W 61°
5590,N 86° E 59° S 17° W 73°
5591,N 35° E 15° S 79° W 8°
5592,N 15° E 63° S 54° W 65°
5593,N 86° E 87° S 61° W 4°
5594,N 64° E 80° S 87° W 71°
5595,N 70° E 0° S 81° W 77°
5596,N 60° E 77° S 83° W 69°
5597,N 23° E 79° S 32° W 24°
5598,N 1° E 27° S 42° W 82°
5599,N 68° E 69° S 45° W 36°
5600,N 83° E 88° S 63° W 59°
5601,N 14° E 67° S 49° W 55°
5602,N 61° E 75° S 69° W 23°
5603,N 5° E 54° S 18° W 44°
5604,N 11° E 54° S 85° W 28°
5605,N 53° E 7° S 7° W 12°
5606,N 56° E 43° S 63° W 27°
5607,N 74° E 4° S 6° W 24°
5608,N 13° E 60° S 14° W 79°
5609,N 26° E 84° S 78° W 59°
5610,N 81° E 70° S 56° W 27°
5611,N 84° E 42° S 44° W 15°
5612,N 47° E 72° S 39° W 43°
5613,N 13° E 28° S 19° W 82°
5614,N 67° E 85° S 82° W 74°
5615,N 32° E 83° S 23° W 16°
5616,N 57° E 85° S 80° W 59°
5617,N 40° E 20° S 64° W 14°
5618,N 20° E 16° S 86° W 87°
5619,N 60° E 58° S 39° W 89°
5620,N 42° E 63° S 58° W 10°
5621,N 9° E 58° S 30° W 54°
5622,N 34° E 9° S 89° W 80°
5623,N 13° E 19° S 25° W 21°
5624,N 10° E 52° S 75° W 68°
5625,N 9° E 19° S 80° W 31°
5626,N 75° E 31° S 33° W 32°
5627,N 46° E 25° S 58° W 51°
5628,N 14° E 7° S 75° W 22°
5629,N 28° E 15° S 77° W 51°
5630,N 36° E 15° S 0° W 37°
5631,N 72° E 64° S 13° W 77°
5632,N 12° E 69° S 20° W 86°
5633,N 35° E 66° S 7° W 68°
5634,N 5° E 61° S 19° W 48°
5635,N 83° E 46° S 19° W 53°
5636,N 17° E 13° S 16° W 45°
5637,N 13° E 62° S 6° W 46°
5638,N 88° E 71° S 58° W 87°
5639,N 13° E 18° S 19° W 12°
5640,N 50° E 88° S 86° W 53°
5641,N 85° E 44° S 7° W 8°
5642,N 36° E 14° S 36° W 27°
5643,N 53° E 51° S 46° W 83°
5644,N 18° E 69° S 26° W 2°
5645,N 19° E 57° S 79° W 13°
5646,N 59° E 14° S 63° W 78°
5647,N 41° E 83° S 23° W 76°
5648,N 14° E 33° S 24° W 6°
5649,N 38° E 3° S 81° W 73°
5650,N 43° E 11° S 76° W 18°
5651,N 29° E 39° S 49° W 37°
5652,N 71° E 2° S 19° W 77°
5653,N 65° E 52° S 80° W 14°
5654,N 21° E 72° S 8° W 38°
5655,N 10° E 83° S 70° W 3°
5656,N 25° E 82° S 29° W 77°
5657,N 67° E 71° S 66° W 49°
5658,N 81° E 40° S 83° W 14°
5659,N 89° E 63° S 24° W 77°
5660,N 12° E 35° S 26° W 10°
5661,N 70° E 49° S 65° W 5°
5662,N 51° E 59° S 22° W 42°
5663,N 70° E 4° S 89° W 49°
5664,N 5° E 27° S 7° W 52°
5665,N 55° E 43° S 84° W 46°
5666,N 26° E 59° S 47° W 41°
5667,N 22° E 35° S 75° W 27°
5668,N 77° E 34° S 5° W 36°
5669,N 29° E 16° S 70° W 84°
5670,N 35° E 25° S 56° W 3°
5671,N 47° E 22° S 55° W 55°
5672,N 78° E 61° S 83° W 26°
5673,N 54° E 88° S 80° W 43°
5674,N 19° E 25° S 44° W 89°
5675,N 36° E 42° S 19° W 45°
5676,N 65° E 7° S 48° W 33°
5677,N 75° E 86° S 50° W 46°
5678,N 65° E 48° S 5° W 50°
5679,N 54° E 69° S 67° W 60°
5680,N 47° E 57° S 70° W 88°
5681,N 24° E 57° S 7° W 49°
5682,N 74° E 24° S 72° W 21°
5683,N 82° E 42° S 14° W 85°
5684,N 35° E 41° S 67° W 43°
5685,N 78° E 30° S 63° W 45°
5686,N 68° E 25° S 61° W 84°
5687,N 14° E 24° S 89° W 75°
5688,N 59° E 12° S 52° W 73°
5689,N 65° E 5° S 2° W 36°
5690,N 60° E 28° S 79° W 81°
5691,N 47° E 9° S 38° W 60°
5692,N 35° E 72° S 30° W 40°
5693,N 45° E 10° S 15° W 11°
5694,N 39° E 44° S 63° W 0°
5695,N 8° E 0° S 78° W 14°
5696,N 13° E 59° S 77° W 20°
5697,N 51° E 22° S 6° W 5°
5698,N 43° E 84° S 49° W 55°
5699,N 33° E 1° S 17° W 35°
5700,N 80° E 39° S 88° W 77°
5701,N 6° E 42° S 42° W 70°
5702,N 7° E 20° S 18° W 49°
5703,N 39° E 51° S 57° W 35°
5704,N 49° E 83° S 35° W 2°
5705,N 45° E 2° S 75° W 37°
5706,N 4° E 62° S 40° W 88°
5707,N 48° E 9° S 53° W 87°
5708,N 50° E 12° S 78° W 37°
5709,N 63° E 31° S 50° W 60°
5710,N 50° E 42° S 41° W 26°
5711,N 27° E 78° S 69° W 79°
5712,N 63° E 32° S 1° W 42°
5713,N 80° E 77° S 6° W 41°
5714,N 1° E 64° S 2° W 61°
5715,N 20° E 20° S 75° W 46°
5716,N 49° E 13° S 10° W 9°
5717,N 21° E 2° S 15° W 42°
5718,N 69° E 73° S 14° W 21°
5719,N 23° E 25° S 22° W 63°
5720,N 78° E 8° S 4° W 13°
5721,N 63° E 84° S 1° W 80°
5722,N 89° E 34° S 15° W 25°
5723,N 8° E 26° S 37° W 4°
5724,N 32° E 71° S 79° W 26°
5725,N 42° E 9° S 83° W 80°
5726,N 22° E 7° S 77° W 21°
5727,N 10° E 54° S 69° W 1°
5728,N 16° E 83° S 69° W 15°
5729,N 46° E 0° S 20° W 65°
5730,N 51° E 54° S 80° W 43°
5731,N 20° E 19° S 87° W 65°
5732,N 31° E 6° S 67° W 24°
5733,N 29° E 42° S 31° W 52°
5734,N 28° E 5° S 7° W 71°
5735,N 2° E 34° S 22° W 85°
5736,N 78° E 1° S 15° W 80°
5737,N 83° E 51° S 85° W 57°
5738,N 54° E 20° S 23° W 66°
5739,N 43° E 78° S 53° W 77°
5740,N 38° E 50° S 31° W 34°
5741,N 30° E 41° S 35° W 23°
5742,N 37° E 22° S 36° W 60°
5743,N 40° E 61° S 4° W 80°
5744,N 57° E 27° S 24° W 0°
5745,N 70° E 62° S 79° W 32°
5746,N 35° E 50° S 21° W 55°
5747,N 18° E 16° S 65° W 88°
5748,N 75° E 5° S 62° W 86°
5749,N 18° E 35° S 69° W 9°
5750,N 31° E 59° S 54° W 78°
5751,N 35° E 42° S 11° W 0°
5752,N 59° E 23° S 21° W 56°
5753,N 69° E 58° S 58° W 18°
5754,N 76° E 58° S 15° W 85°
5755,N 60° E 40° S 41° W 4°
5756,N 13° E 40° S 46° W 15°
5757,N 38° E 32° S 6° W 48°
5758,N 65° E 37° S 76° W 62°
5759,N 85° E 63° S 63° W 65°
5760,N 9° E 56° S 72° W 35°
5761,N 89° E 35° S 35° W 58°
5762,N 64° E 60° S 50° W 20°
5763,N 26° E 68° S 18° W 67°
5764,N 3° E 81° S 73° W 46°
5765,N 87° E 65° S 46° W 29°
5766,N 72° E 6° S 47° W 45°
5767,N 84° E 53° S 69° W 6°
5768,N 32° E 80° S 62° W 9°
5769,N 4° E 56° S 31° W 18°
5770,N 88° E 33° S 61° W 72°
5771,N 13° E 27° S 68° W 11°
5772,N 33° E 60° S 76° W 60°
5773,N 28° E 68° S 24° W 9°
5774,N 10° E 36° S 72° W 5°
5775,N 31° E 86° S 44° W 80°
5776,N 42° E 8° S 15° W 29°
5777,N 23° E 43° S 24° W 53°
5778,N 42° E 17° S 88° W 63°
5779,N 23° E 50° S 66° W 15°
5780,N 27° E 31° S 86° W 40°
5781,N 27° E 87° S 0° W 48°
5782,N 89° E 9° S 65° W 31°
5783,N 26° E 36° S 30° W 48°
5784,N 89° E 77° S 50° W 21°
5785,N 80° E 42° S 42° W 63°
5786,N 39° E 8° S 48° W 84°
5787,N 19° E 51° S 69° W 33°
5788,N 88° E 12° S 47° W 26°
5789,N 31° E 56° S 23° W 15°
5790,N 43° E 9° S 50° W 20°
5791,N 7° E 83° S 38° W 53°
5792,N 46° E 31° S 67° W 71°
5793,N 52° E 33° S 43° W 81°
5794,N 34° E 78° S 88° W 12°
5795,N 35° E 50° S 65° W 51°
5796,N 9° E 19° S 61° W 84°
5797,N 80° E 10° S 41° W 75°
5798,N 57° E 82° S 50° W 52°
5799,N 29° E 15° S 6° W 66°
5800,N 47° E 70° S 16° W 37°
5801,N 36° E 65° S 40° W 64°
5802,N 85° E 39° S 37° W 63°
5803,N 43° E 28° S 72° W 62°
5804,N 22° E 52° S 32° W 17°
5805,N 51° E 75° S 35° W 45°
5806,N 50° E 84° S 29° W 9°
5807,N 45° E 49° S 56° W 6°
5808,N 52° E 87° S 69° W 16°
5809,N 2° E 77° S 53° W 6°
5810,N 79° E 71° S 35° W 83°
5811,N 85° E 30° S 1° W 67°
5812,N 26° E 50° S 83° W 9°
5813,N 10° E 83° S 48° W 16°
5814,N 60° E 22° S 89° W 84°
5815,N 19° E 6° S 70° W 40°
5816,N 43° E 53° S 72° W 6°
5817,N 89° E 6° S 17° W 68°
5818,N 42° E 44° S 81° W 37°
5819,N 59° E 12° S 50° W 71°
5820,N 32° E 83° S 89° W 69°
5821,N 63° E 17° S 42° W 7°
5822,N 12° E 67° S 12° W 10°
5823,N 72° E 79° S 82° W 38°
5824,N 54° E 41° S 57° W 47°
5825,N 28° E 15° S 49° W 15°
5826,N 62° E 62° S 41° W 22°
5827,N 35° E 28° S 73° W 73°
5828,N 50° E 81° S 19° W 82°
5829,N 47° E 5° S 76° W 29°
5830,N 0° E 10° S 23° W 19°
5831,N 41° E 67° S 75° W 42°
5832,N 71° E 84° S 57° W 4°
5833,N 9° E 2° S 46° W 9°
5834,N 57° E 63° S 62° W 40°
5835,N 71° E 77° S 74° W 61°
5836,N 34° E 70° S 44° W 1°
5837,N 18° E 23° S 80° W 8°
5838,N 3° E 4° S 7° W 69°
5839,N 56° E 50° S 89° W 87°
5840,N 52° E 58° S 23° W 10°
5841,N 53° E 7° S 26° W 51°
5842,N 51° E 59° S 76° W 59°
5843,N 51° E 5° S 33° W 81°
5844,N 73° E 7° S 41° W 59°
5845,N 7° E 35° S 27° W 40°
5846,N 57° E 47° S 24° W 74°
5847,N 54° E 89° S 83° W 83°
5848,N 56° E 17° S 13° W 65°
5849,N 47° E 5° S 53° W 32°
5850,N 56° E 26° S 4° W 0°
5851,N 38° E 51° S 9° W 52°
5852,N 45° E 64° S 48° W 43°
5853,N 16° E 60° S 13° W 14°
5854,N 14° E 44° S 33° W 24°
5855,N 47° E 85° S 89° W 25°
5856,N 15° E 36° S 17° W 40°
5857,N 61° E 36° S 30° W 27°
5858,N 16° E 52° S 47° W 4°
5859,N 18° E 52° S 12° W 30°
5860,N 10° E 14° S 62° W 15°
5861,N 42° E 64° S 33° W 41°
5862,N 2° E 41° S 40° W 78°
5863,N 43° E 15° S 24° W 64°
5864,N 25° E 80° S 1° W 6°
5865,N 69° E 80° S 54° W 67°
5866,N 55° E 89° S 41° W 2°
5867,N 72° E 87° S 34° W 46°
5868,N 66° E 0° S 47° W 83°
5869,N 67° E 63° S 64° W 71°
5870,N 70° E 79° S 30° W 4°
5871,N 2° E 12° S 80° W 13°
5872,N 80° E 34° S 46° W 3°
5873,N 8° E 4° S 69° W 30°
5874,N 67° E 89° S 32° W 6°
5875,N 57° E 6° S 63° W 64°
5876,N 29° E 88° S 69° W 40°
5877,N 68° E 37° S 83° W 73°
5878,N 36° E 31° S 9° W 27°
5879,N 39° E 21° S 28° W 44°
5880,N 12° E 88° S 42° W 67°
5881,N 3° E 52° S 40° W 1°
5882,N 44° E 2° S 89° W 45°
5883,N 38° E 78° S 59° W 65°
5884,N 89° E 84° S 38° W 34°
5885,N 89° E 34° S 57° W 60°
5886,N 59° E 17° S 74° W 73°
5887,N 14° E 45° S 20° W 45°
5888,N 19° E 19° S 21° W 55°
5889,N 84° E 45° S 17° W 70°
5890,N 64° E 89° S 20° W 62°
5891,N 17° E 26° S 76° W 60°
5892,N 8° E 10° S 30° W 3°
5893,N 20° E 41° S 31° W 40°
5894,N 44° E 43° S 72° W 30°
5895,N 63° E 1° S 2° W 58°
5896,N 81° E 85° S 33° W 52°
5897,N 13° E 33° S 11° W 37°
5898,N 2° E 38° S 68° W 65°
5899,N 6° E 8° S 72° W 66°
5900,N 51° E 53° S 89° W 87°
5901,N 40° E 15° S 4° W 71°
5902,N 33° E 6° S 25° W 7°
5903,N 71° E 53° S 32° W 10°
5904,N 35° E 54° S 47° W 53°
5905,N 77° E 46° S 69° W 48°
5906,N 87° E 60° S 72° W 76°
5907,N 67° E 69° S 89° W 54°
5908,N 2° E 83° S 19° W 72°
5909,N 57° E 80° S 11° W 18°
5910,N 54° E 82° S 34° W 15°
5911,N 51° E 38° S 27° W 16°
5912,N 78° E 44° S 46° W 50°
5913,N 39° E 84° S 47° W 4°
5914,N 27° E 87° S 70° W 51°
5915,N 2° E 87° S 41° W 70°
5916,N 77° E 28° S 39° W 37°
5917,N 0° E 68° S 23° W 44°
5918,N 57° E 2° S 36° W 80°
5919,N 60° E 46° S 21° W 73°
5920,N 22° E 58° S 46° W 52°
5921,N 33° E 81° S 79° W 52°
5922,N 23° E 60° S 52° W 75°
5923,N 14° E 79° S 45° W 71°
5924,N 20° E 20° S 35° W 54°
5925,N 62° E 39° S 13° W 78°
5926,N 34° E 23° S 15° W 70°
5927,N 17° E 13° S 30° W 49°
5928,N 42° E 47° S 64° W 56°
5929,N 79° E 12° S 63° W 35°
5930,N 22° E 33° S 76° W 6°
5931,N 61° E 54° S 8° W 52°
5932,N 43° E 15° S 26° W 33°
5933,N 27° E 37° S 73° W 43°
5934,N 16° E 58° S 0° W 59°
5935,N 78° E 31° S 3° W 55°
5936,N 14° E 68° S 54° W 87°
5937,N 49° E 36° S 20° W 62°
5938,N 39° E 77° S 45° W 38°
5939,N 27° E 79° S 77° W 53°
5940,N 84° E 46° S 11° W 68°
5941,N 15° E 72° S 67° W 9°
5942,N 72° E 48° S 3° W 56°
5943,N 72° E 65° S 13° W 86°
5944,N 6° E 29° S 84° W 13°
5945,N 3° E 43° S 15° W 32°
5946,N 73° E 46° S 38° W 61°
5947,N 59° E 40° S 23° W 35°
5948,N 39° E 32° S 41° W 44°
5949,N 81° E 42° S 75° W 78°
5950,N 42° E 76° S 47° W 78°
5951,N 5° E 55° S 29° W 65°
5952,N 39° E 83° S 76° W 45°
5953,N 53° E 18° S 82° W 46°
5954,N 15° E 0° S 50° W 30°
5955,N 56° E 49° S 22° W 59°
5956,N 5° E 76° S 46° W 68°
5957,N 59° E 33° S 78° W 57°
5958,N 63° E 64° S 48° W 11°
5959,N 31° E 88° S 45° W 34°
5960,N 25° E 36° S 62° W 80°
5961,N 80° E 56° S 19° W 30°
5962,N 51° E 20° S 15° W 75°
5963,N 37° E 30° S 85° W 47°
5964,N 36° E 89° S 34° W 34°
5965,N 11° E 12° S 72° W 23°
5966,N 19° E 69° S 81° W 31°
5967,N 79° E 0° S 43° W 38°
5968,N 45° E 72° S 49° W 41°
5969,N 83° E 33° S 63° W 78°
5970,N 41° E 22° S 47° W 42°
5971,N 46° E 67° S 61° W 42°
5972,N 12° E 81° S 54° W 63°
5973,N 15° E 75° S 14° W 27°
5974,N 33° E 8° S 8° W 51°
5975,N 43° E 5° S 19° W 39°
5976,N 41° E 16° S 72° W 23°
5977,N 78° E 18° S 66° W 72°
5978,N 3° E 52° S 55° W 73°
5979,N 87° E 80° S 9° W 86°
5980,N 21° E 13° S 6° W 63°
5981,N 46° E 80° S 78° W 34°
5982,N 62° E 88° S 40° W 69°
5983,N 51° E 64° S 47° W 24°
5984,N 69° E 16° S 10° W 51°
5985,N 51° E 11° S 64° W 24°
5986,N 20° E 73° S 12° W 88°
5987,N 50° E 9° S 56° W 27°
5988,N 45° E 9° S 34° W 10°
5989,N 7° E 28° S 33° W 16°
5990,N 42° E 32° S 22° W 59°
5991,N 14° E 5° S 44° W 7°
5992,N 62° E 33° S 47° W 7°
5993,N 14° E 57° S 57° W 27°
5994,N 67° E 70° S 8° W 59°
5995,N 23° E 45° S 55° W 27°
5996,N 60° E 19° S 32° W 74°
5997,N 26° E 21° S 83° W 59°
5998,N 29° E 47° S 65° W 46°
5999,N 6° E 24° S 49° W 67°
6000,N 59° E 20° S 40° W 33°
6001,N 77° E 56° S 53° W 1°
6002,N 46° E 39° S 11° W 70°
6003,N 88° E 52° S 34° W 29°
6004,N 88° E 40° S 60° W 5°
6005,N 62° E 18° S 76° W 87°
6006,N 50° E 57° S 12° W 7°
6007,N 63° E 34° S 80° W 37°
6008,N 49° E 10° S 26° W 4°
6009,N 65° E 41° S 0° W 67°
6010,N 12° E 6° S 31° W 70°
6011,N 49° E 39° S 44° W 60°
6012,N 89° E 64° S 52° W 17°
6013,N 36° E 22° S 36° W 16°
6014,N 76° E 51° S 5° W 38°
6015,N 8° E 25° S 35° W 63°
6016,N 89° E 56° S 71° W 37°
6017,N 2° E 88° S 16° W 36°
6018,N 13° E 30° S 16° W 65°
6019,N 30° E 53° S 13° W 47°
6020,N 23° E 53° S 17° W 44°
6021,N 68° E 61° S 32° W 2°
6022,N 88° E 85° S 4° W 67°
6023,N 66° E 87° S 56° W 49°
6024,N 66° E 81° S 84° W 13°
6025,N 31° E 3° S 51° W 58°
6026,N 16° E 4° S 27° W 56°
6027,N 13° E 49° S 84° W 16°
6028,N 64° E 0° S 64° W 25°
6029,N 80° E 23° S 80° W 12°
6030,N 69° E 69° S 49° W 35°
6031,N 75° E 24° S 43° W 9°
6032,N 65° E 6° S 26° W 22°
6033,N 54° E 45° S 29° W 66°
6034,N 49° E 88° S 61° W 11°
6035,N 5° E 47° S 78° W 27°
6036,N 19° E 66° S 53° W 76°
6037,N 76° E 29° S 42° W 12°
6038,N 35° E 19° S 22° W 38°
6039,N 2° E 71° S 1° W 2°
6040,N 5° E 6° S 75° W 68°
6041,N 11° E 84° S 56° W 77°
6042,N 81° E 40° S 77° W 44°
6043,N 75° E 39° S 78° W 49°
6044,N 17° E 56° S 71° W 68°
6045,N 37° E 15° S 82° W 71°
6046,N 34° E 28° S 42° W 26°
6047,N 24° E 71° S 60° W 49°
6048,N 13° E 73° S 22° W 78°
6049,N 73° E 70° S 83° W 33°
6050,N 2° E 62° S 69° W 44°
6051,N 85° E 39° S 80° W 32°
6052,N 20° E 17° S 89° W 43°
6053,N 83° E 38° S 26° W 4°
6054,N 49° E 47° S 6° W 79°
6055,N 49° E 66° S 39° W 34°
6056,N 46° E 37° S 34° W 75°
6057,N 60° E 33° S 10° W 58°
6058,N 21° E 68° S 39° W 71°
6059,N 11° E 12° S 19° W 8°
6060,N 15° E 18° S 32° W 10°
6061,N 80° E 47° S 9° W 64°
6062,N 44° E 47° S 59° W 80°
6063,N 72° E 48° S 0° W 47°
6064,N 50° E 16° S 36° W 23°
6065,N 80° E 60° S 0° W 17°
6066,N 54° E 27° S 26° W 11°
6067,N 50° E 9° S 22° W 21°
6068,N 0° E 21° S 74° W 55°
6069,N 31° E 24° S 6° W 74°
6070,N 58° E 24° S 27° W 73°
6071,N 62° E 16° S 38° W 32°
6072,N 57° E 50° S 29° W 63°
6073,N 60° E 74° S 40° W 88°
6074,N 25° E 77° S 53° W 87°
6075,N 11° E 80° S 47° W 27°
6076,N 54° E 82° S 75° W 23°
6077,N 17° E 41° S 15° W 23°
6078,N 46° E 8° S 74° W 6°
6079,N 20° E 79° S 36° W 13°
6080,N 79° E 35° S 55° W 16°
6081,N 81° E 22° S 15° W 39°
6082,N 71° E 17° S 36° W 14°
6083,N 27° E 54° S 0° W 33°
6084,N 20° E 86° S 44° W 88°
6085,N 73° E 49° S 36° W 27°
6086,N 3° E 59° S 75° W 43°
6087,N 13° E 83° S 4° W 14°
6088,N 23° E 83° S 40° W 64°
6089,N 41° E 69° S 2° W 55°
6090,N 59° E 83° S 63° W 28°
6091,N 32° E 38° S 33° W 18°
6092,N 30° E 25° S 51° W 70°
6093,N 78° E 60° S 72° W 65°
6094,N 36° E 12° S 59° W 86°
6095,N 56° E 80° S 78° W 3°
6096,N 34° E 56° S 32° W 63°
6097,N 43° E 75° S 23° W 9°
6098,N 49° E 61° S 9° W 21°
6099,N 81° E 80° S 46° W 10°
6100,N 22° E 3° S 83° W 62°
6101,N 15° E 58° S 26° W 56°
6102,N 39° E 31° S 55° W 50°
6103,N 8° E 57° S 14° W 80°
6104,N 62° E 47° S 75° W 37°
6105,N 13° E 52° S 81° W 80°
6106,N 41° E 27° S 13° W 45°
6107,N 44° E 47° S 75° W 60°
6108,N 83° E 73° S 78° W 14°
6109,N 38° E 39° S 46° W 79°
6110,N 17° E 47° S 48° W 41°
6111,N 5° E 72° S 31° W 76°
6112,N 19° E 7° S 80° W 27°
6113,N 60° E 1° S 83° W 28°
6114,N 19° E 85° S 10° W 69°
6115,N 2° E 12° S 18° W 12°
6116,N 69° E 13° S 84° W 14°
6117,N 84° E 28° S 29° W 33°
6118,N 30° E 5° S 35° W 79°
6119,N 33° E 16° S 20° W 49°
6120,N 26° E 88° S 64° W 58°
6121,N 24° E 19° S 44° W 76°
6122,N 62° E 4° S 38° W 39°
6123,N 21° E 17° S 6° W 2°
6124,N 21° E 34° S 29° W 23°
6125,N 3° E 49° S 31° W 39°
6126,N 81° E 48° S 55° W 22°
6127,N 58° E 3° S 19° W 8°
6128,N 42° E 33° S 70° W 23°
6129,N 55° E 42° S 42° W 15°
6130,N 38° E 53° S 72° W 52°
6131,N 58° E 19° S 7° W 18°
6132,N 84° E 77° S 19° W 73°
